mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_max_depth,param_min_child_weight,param_objective,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.73200790087382,0.10144285532463057,0.010258356730143229,8.128601262841003e-05,0.5,0.005,4,2,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.4979437646398177,-0.5417792998535254,-0.5130175522451174,-0.5175802055794868,0.018184276925506736,108
3.9566476345062256,0.1817985616597724,0.010170221328735352,0.00021570158098875396,0.5,0.005,4,5,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5050759404166001,-0.5544183144486462,-0.516950094934733,-0.5254814499333263,0.02102784633707731,260
4.3813862800598145,0.11854688410699572,0.010256131490071615,0.00022709669679655132,0.5,0.005,4,5,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5262655417079751,-0.5573701142476454,-0.5102466233437342,-0.5312940930997849,0.019563922503216726,298
4.670214573542277,0.05765562007469021,0.010204394658406576,0.0001236679925121445,0.5,0.005,4,5,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5052632054396645,-0.5386453503166576,-0.5112332965185797,-0.5183806174249673,0.014535130919059575,129
4.693869113922119,0.04774547968056507,0.01180283228556315,0.00015376209595283557,0.5,0.005,5,1,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5143738149891309,-0.5536330153885274,-0.5160121382823627,-0.5280063228866737,0.018133147405450797,282
5.494418223698934,0.11575275256481578,0.0130157470703125,0.0013045480788953848,0.5,0.005,5,1,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5301218471819583,-0.5615588838540111,-0.5275997526879636,-0.5397601612413109,0.015448375768307421,319
5.699497779210408,0.01451359210490754,0.011914332707722982,0.00032278602226905014,0.5,0.005,5,1,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5099410749286365,-0.550612808543353,-0.5182727268268557,-0.5262755367662817,0.01754197259910353,266
4.622346639633179,0.07075188765506017,0.012212038040161133,0.0009622271591003777,0.5,0.005,5,2,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5137953043230032,-0.5581402140997382,-0.525160536242349,-0.5323653515550302,0.018806909697308506,302
5.356188217798869,0.16244994373106236,0.012449423472086588,0.0007759598569135548,0.5,0.005,5,2,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5263391955873735,-0.5596532976210362,-0.5294301131756816,-0.5384742021280304,0.015028950003483752,316
5.645626465479533,0.04657814656554877,0.012134631474812826,0.0006124886935384046,0.5,0.005,5,2,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5044071440070232,-0.553521947103825,-0.5241617244178234,-0.5273636051762239,0.020178453873751286,276
4.493337074915568,0.06588889997619392,0.011766910552978516,0.0002030394232846781,0.5,0.005,5,5,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5092891756689296,-0.5604926017241184,-0.5196346267157816,-0.5298054680362766,0.02210629201264219,294
5.122757991154988,0.14295559121477047,0.01184225082397461,0.00012273548240454994,0.5,0.005,5,5,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5161169995420579,-0.5496704535377911,-0.5167121128441862,-0.5274998553080117,0.015678862827818316,277
5.5099412600199384,0.13343353964245602,0.011757771174112955,7.860014483026678e-05,0.5,0.005,5,5,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.005, 'max_depth': 5, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5037384560034159,-0.5613940591583082,-0.5144541361502527,-0.5265288837706589,0.025038527530733982,269
3.1974244117736816,0.006431087888703915,0.007407188415527344,9.213101852027833e-05,0.5,0.01,3,1,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5166016249429831,-0.5471981155420034,-0.5084349727964874,-0.5240782377604913,0.016684725815238065,246
3.4242217540740967,0.03029780302459517,0.007297913233439128,5.4189885128317075e-05,0.5,0.01,3,1,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5138017849312002,-0.5598634160144587,-0.5122726986660903,-0.5286459665372497,0.02208289519210297,285
3.7064294815063477,0.02563722044124622,0.007640918095906575,9.707127530628864e-05,0.5,0.01,3,1,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5013684380577236,-0.548579190041375,-0.5009074557316139,-0.5169516946102375,0.022364808317402216,96
3.1582106749216714,0.05790856778288908,0.007486502329508464,0.00011638805051433394,0.5,0.01,3,2,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5061782710052111,-0.5467124781612125,-0.5120146060637111,-0.5216351184100448,0.01789173330146039,212
3.4424710273742676,0.021842423926225804,0.007541100184122722,8.989156857568783e-05,0.5,0.01,3,2,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5028705132868904,-0.5561511583693314,-0.5030553443427634,-0.5206923386663284,0.02507328540734618,186
3.6560281117757163,0.025909577244934576,0.00781400998433431,0.0005481938203329951,0.5,0.01,3,2,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5002106543649765,-0.5580539295512352,-0.5007345314760987,-0.5196663717974368,0.027144944950307007,155
3.15018630027771,0.04293617869373607,0.007398128509521484,7.643760626175452e-05,0.5,0.01,3,5,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5163596866532316,-0.5573582095579843,-0.5151356379821763,-0.5296178447311307,0.019621764350375135,291
3.429998238881429,0.03994461717804583,0.009206851323445639,0.0013602924804879278,0.5,0.01,3,5,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5117640061298319,-0.5541106946117149,-0.506605236448477,-0.5241599790633412,0.021282813842018324,247
3.6286213397979736,0.0702978849516844,0.007851680119832357,0.0007388812521003207,0.5,0.01,3,5,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 3, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5024820787498011,-0.5514578884457164,-0.5052618678770584,-0.519733945024192,0.022460903017718994,157
3.913922389348348,0.01827455963874227,0.01041412353515625,0.0001349390183632774,0.5,0.01,4,1,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5070688888699324,-0.5550241662990073,-0.5128980008607431,-0.5249970186765609,0.021365343158262842,257
4.313577334086101,0.03125701271747257,0.010310888290405273,4.3853898829082806e-05,0.5,0.01,4,1,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5213692901452273,-0.5676834099924607,-0.5210179225128299,-0.5366902075501726,0.02191597306417952,314
4.756993214289348,0.024267435778777092,0.010185956954956055,0.00021933844113975943,0.5,0.01,4,1,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.49449057201700103,-0.5508556454426963,-0.5101750977856887,-0.5185071050817953,0.023753205183831293,133
3.844446341196696,0.011219081162448906,0.01028148333231608,0.00022725366716242179,0.5,0.01,4,2,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.503184710337749,-0.5501819814878477,-0.5116617166380454,-0.5216761361545474,0.020451606661879417,214
4.33764632542928,0.07816767939494251,0.010160048802693685,8.162655833632938e-05,0.5,0.01,4,2,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5219469844883826,-0.5703342186578964,-0.5234521845999215,-0.5385777959154002,0.02246358825438835,317
4.594823678334554,0.024847051898288692,0.010543346405029297,0.0002045717548788621,0.5,0.01,4,2,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.49635159304145066,-0.5416607644886875,-0.5089699367874679,-0.5156607647725354,0.019092854486309735,77
3.7700061798095703,0.01110919384208192,0.010296344757080078,9.575190134148783e-05,0.5,0.01,4,5,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5058702455647769,-0.549813270769225,-0.5184003086373957,-0.5246946083237992,0.01848352459960646,251
4.194071292877197,0.002065695370152298,0.010383526484171549,0.00020108401933182705,0.5,0.01,4,5,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5250939548427234,-0.5542413463877965,-0.509985675862227,-0.5297736590309157,0.018367830880530952,292
4.522507190704346,0.038196246787826516,0.010415792465209961,0.0002474201368811422,0.5,0.01,4,5,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.504880881621724,-0.5412814416631726,-0.5134395246286857,-0.5198672826378608,0.015539996731041323,163
4.6188645362854,0.09380403122380544,0.01176015535990397,8.79020844646648e-05,0.5,0.01,5,1,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5150494522295762,-0.5590649633971513,-0.5201916977538683,-0.5314353711268652,0.019649536873672314,299
5.1862179438273115,0.05236781296224031,0.011852105458577475,6.201704719847823e-05,0.5,0.01,5,1,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5282546028408189,-0.5649221200400905,-0.5289097617169115,-0.5406954948659403,0.017132898835958952,320
5.706462860107422,0.07739113451674212,0.011974811553955078,0.00015850885276780336,0.5,0.01,5,1,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5030243414657526,-0.552263710995974,-0.5163657224318366,-0.5238845916311877,0.020793090574533622,244
4.634228865305583,0.102939858912185,0.011880795160929361,0.00019203520947558866,0.5,0.01,5,2,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5146853590389184,-0.5668872507417573,-0.5166809427111916,-0.5327511841639557,0.02415158890013014,303
5.144400517145793,0.03362732731176389,0.011928160985310873,0.000302460402568588,0.5,0.01,5,2,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5274153915567563,-0.5689379074226176,-0.528986625962121,-0.5417799749804982,0.019214268401150713,323
5.658635377883911,0.1078436028663221,0.011842091878255209,0.00028118816288750506,0.5,0.01,5,2,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5103682578492487,-0.5494268251624959,-0.521374221436042,-0.5270564348159288,0.016444017793953512,275
4.436616818110148,0.09500524074607443,0.011834541956583658,0.00010529293169074817,0.5,0.01,5,5,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.515917884331614,-0.560957590436044,-0.5248131441730918,-0.5338962063135831,0.019476828880824498,304
4.992804288864136,0.07628733650457276,0.016095081965128582,0.006057474741829444,0.5,0.01,5,5,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5173266421834769,-0.5567041066803022,-0.5217542327001153,-0.5319283271879648,0.01761212322114991,301
5.519090572992961,0.08896791579577322,0.011628389358520508,0.00013497987368531617,0.5,0.01,5,5,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.01, 'max_depth': 5, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5059846005041527,-0.5598502396113738,-0.5144679265984561,-0.5267675889046609,0.023647946193307536,271
3.1167048613230386,0.02415395856383346,0.007378816604614258,0.00021992904566086864,0.5,0.02,3,1,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5156999181702974,-0.5447889250980474,-0.5098807334491516,-0.5234565255724988,0.015270214577032513,239
3.481071631113688,0.0487537416952572,0.007333119710286458,3.0774986292719405e-05,0.5,0.02,3,1,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5145626406171354,-0.5618066536535652,-0.5134292714489554,-0.5299328552398853,0.022542927943589017,295
3.724623362223307,0.02330457533528191,0.0075613657633463545,0.00018778812859786593,0.5,0.02,3,1,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5001774667496304,-0.5499950327669936,-0.49798876717650653,-0.5160537555643768,0.024016734791446316,82
3.2292208671569824,0.08348072070886371,0.00758973757425944,0.0003404569632941107,0.5,0.02,3,2,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5124992192692863,-0.5481785665427309,-0.5114454758378548,-0.524041087216624,0.017073195853315397,245
3.4749157428741455,0.05180741818253298,0.007482449213663737,9.832954400366434e-05,0.5,0.02,3,2,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5033193617169959,-0.5558570772026509,-0.5032413137264607,-0.5208059175487025,0.024784933160923128,193
3.715203364690145,0.0331931533762506,0.0074918270111083984,1.3776110763562806e-05,0.5,0.02,3,2,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.4978500054420361,-0.5552871887433604,-0.501056875579599,-0.5180646899216651,0.02635282170746457,123
3.2821343739827475,0.11616842731918013,0.007776975631713867,0.0001921613320492558,0.5,0.02,3,5,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5200421456493793,-0.5480727971625455,-0.5151206793255857,-0.5277452073791702,0.014513519846335185,280
3.388312657674154,0.03779987482937051,0.0074961185455322266,4.0389261375611566e-05,0.5,0.02,3,5,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.512734851350519,-0.5592229195247738,-0.5090503828062642,-0.5270027178938523,0.022832723183570325,274
3.6103266874949136,0.01145678333414621,0.007510264714558919,8.38344125705328e-05,0.5,0.02,3,5,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 3, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5024074606812337,-0.5514425687729143,-0.5033438947071122,-0.5190646413870867,0.02289784361787007,143
3.9214468002319336,0.02744366789960732,0.010539849599202475,0.00028017178052962055,0.5,0.02,4,1,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5010013530853524,-0.5579258488445811,-0.5145175935451954,-0.5244815984917096,0.024283884921091597,250
4.493908802668254,0.08502853493739965,0.010605494181315104,8.165324868785183e-05,0.5,0.02,4,1,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5261349015751731,-0.5693503754751158,-0.5182489646032803,-0.537911413884523,0.022462609375022025,315
4.832823117574056,0.1809963664598233,0.010466337203979492,6.481916739420342e-05,0.5,0.02,4,1,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5027586321602932,-0.5477118179704836,-0.5035898947508904,-0.5180201149605558,0.020997947044031903,121
3.9245235919952393,0.050281296848879435,0.010158936182657877,4.709851600098489e-05,0.5,0.02,4,2,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5058029188717109,-0.5508038782991931,-0.5139758091036557,-0.5235275354248532,0.01957376124875284,240
4.495601971944173,0.10458534059835164,0.010432163874308268,0.00021788556684625707,0.5,0.02,4,2,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.517979447337644,-0.5664920163946302,-0.5190170545259996,-0.5344961727527578,0.022628443236123365,305
4.700218041737874,0.008655824876643733,0.010574420293172201,3.5965837561044024e-05,0.5,0.02,4,2,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 2, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.49826683262445015,-0.5415568369340225,-0.5066218454181203,-0.515481838325531,0.018750657304393768,75
3.8027378718058267,0.09588467674735579,0.010266383488972982,0.0003391936100013511,0.5,0.02,4,5,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5061287440625214,-0.5497147324566968,-0.5301706861027576,-0.5286713875406587,0.017825459661357627,286
4.34600830078125,0.02829835961296941,0.01025390625,6.82404898541012e-05,0.5,0.02,4,5,reg:squarederror,0.5,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.5}",-0.5229382220343303,-0.555921726955035,-0.5121727794793982,-0.5303442428229211,0.01861235179922705,296
4.594134489695231,0.009767401422258452,0.010087410608927408,0.00011829347628207922,0.5,0.02,4,5,reg:squarederror,0.6,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 4, 'min_child_weight': 5, 'objective': 'reg:squarederror', 'subsample': 0.6}",-0.5060665177636428,-0.5428785051680206,-0.5133127470981177,-0.520752590009927,0.01592260554639887,189
4.728113492329915,0.10778649433384943,0.012298186620076498,0.0004258890564416516,0.5,0.02,5,1,reg:squarederror,0.4,"{'colsample_bytree': 0.5, 'gamma': 0.02, 'max_depth': 5, 'min_child_weight': 1, 'objective': 'reg:squarederror', 'subsample': 0.4}",-0.5132672488952134,-0.5529153986556433,-0.5194618628673288,-0.5285481701393951,0.017414834284562794,284
